Muliple hot spots
520	527
521	527
519	528
520	528
533	528
519	529
534	529
535	529
518	530
535	530
536	530
536	531
537	531
537	532
521	533
521	534
533	540
534	540
537	540
533	541
537	541
532	542
533	542
499	792
499	793
499	794
499	795
499	796
499	797
499	798
499	799
499	800
498	801
499	801
498	802
499	802
498	803
499	803
500	803
498	804
499	804
500	804
498	805
499	805
500	805
498	806
499	806
500	806
498	807
499	807
500	807
498	808
499	808
500	808
498	809
499	809
500	809
498	810
499	810
500	810
498	811
499	811
500	811
498	812
499	812
500	812
498	813
499	813
500	813
498	814
499	814
500	814
498	815
499	815
500	815
498	816
499	816
500	816
498	817
499	817
500	817
501	817
498	818
499	818
500	818
501	818
498	819
499	819
500	819
501	819
498	820
499	820
500	820
501	820
498	821
499	821
500	821
501	821
498	822
499	822
500	822
501	822
498	823
499	823
500	823
501	823
498	824
499	824
500	824
501	824
498	825
499	825
500	825
501	825
498	826
499	826
500	826
501	826
498	827
499	827
500	827
501	827
498	828
499	828
500	828
501	828
498	829
499	829
500	829
501	829
498	830
499	830
500	830
501	830
498	831
499	831
500	831
501	831
498	832
499	832
500	832
501	832
498	833
499	833
500	833
501	833
498	834
499	834
500	834
501	834
498	835
499	835
500	835
501	835
498	836
499	836
500	836
501	836
502	836
498	837
499	837
500	837
501	837
502	837
499	838
500	838
501	838
502	838
499	839
500	839
501	839
502	839
499	840
500	840
501	840
502	840
499	841
500	841
501	841
502	841
499	842
500	842
501	842
502	842
499	843
500	843
501	843
502	843
499	844
500	844
501	844
502	844
499	845
500	845
501	845
502	845
499	846
500	846
501	846
502	846
499	847
500	847
501	847
502	847
499	848
500	848
501	848
502	848
499	849
500	849
501	849
502	849
499	850
500	850
501	850
502	850
499	851
500	851
501	851
502	851
499	852
500	852
501	852
502	852
499	853
500	853
501	853
502	853
499	854
500	854
501	854
502	854
499	855
500	855
501	855
502	855
499	856
500	856
501	856
502	856
499	857
500	857
501	857
502	857
499	858
500	858
501	858
502	858
499	859
500	859
501	859
502	859
499	860
500	860
501	860
502	860
499	861
500	861
501	861
502	861
503	861
499	862
500	862
501	862
502	862
503	862
499	863
500	863
501	863
502	863
503	863
499	864
500	864
501	864
502	864
503	864
499	865
500	865
501	865
502	865
503	865
499	866
500	866
501	866
502	866
503	866
499	867
500	867
501	867
502	867
503	867
499	868
500	868
501	868
502	868
503	868
499	869
500	869
501	869
502	869
503	869
499	870
500	870
501	870
502	870
503	870
499	871
500	871
501	871
502	871
503	871
499	872
500	872
501	872
502	872
503	872
499	873
500	873
501	873
502	873
503	873
499	874
500	874
501	874
502	874
503	874
499	875
500	875
501	875
502	875
503	875
499	876
500	876
501	876
502	876
503	876
504	876
499	877
500	877
501	877
502	877
503	877
504	877
499	878
500	878
501	878
502	878
503	878
504	878
499	879
500	879
501	879
502	879
503	879
504	879
499	880
500	880
501	880
502	880
503	880
504	880
499	881
500	881
501	881
502	881
503	881
504	881
499	882
500	882
501	882
502	882
503	882
504	882
500	883
501	883
502	883
503	883
504	883
500	884
501	884
502	884
503	884
504	884
500	885
501	885
502	885
503	885
504	885
500	886
501	886
502	886
503	886
504	886
500	887
501	887
502	887
503	887
504	887
500	888
501	888
502	888
503	888
504	888
500	889
501	889
502	889
503	889
504	889
500	890
501	890
502	890
503	890
504	890
500	891
501	891
502	891
503	891
504	891
500	892
501	892
502	892
503	892
504	892
500	893
501	893
502	893
503	893
504	893
500	894
501	894
502	894
503	894
504	894
500	895
501	895
502	895
503	895
504	895
500	896
501	896
502	896
503	896
504	896
500	897
501	897
502	897
503	897
504	897
500	898
501	898
502	898
503	898
504	898
500	899
501	899
502	899
503	899
504	899
505	899
500	900
501	900
502	900
503	900
504	900
505	900
500	901
501	901
502	901
503	901
504	901
505	901
500	902
501	902
502	902
503	902
504	902
505	902
500	903
501	903
502	903
503	903
504	903
505	903
500	904
501	904
502	904
503	904
504	904
505	904
500	905
501	905
502	905
503	905
504	905
505	905
500	906
501	906
502	906
503	906
504	906
505	906
500	907
501	907
502	907
503	907
504	907
505	907
501	908
502	908
503	908
504	908
505	908
501	909
502	909
503	909
504	909
505	909
501	910
502	910
503	910
504	910
505	910
501	911
502	911
503	911
504	911
505	911
501	912
502	912
503	912
504	912
505	912
501	913
502	913
503	913
504	913
505	913
501	914
502	914
503	914
504	914
505	914
501	915
502	915
503	915
504	915
505	915
501	916
502	916
503	916
504	916
505	916
501	917
502	917
503	917
504	917
505	917
501	918
502	918
503	918
504	918
505	918
501	919
502	919
503	919
504	919
505	919
501	920
502	920
503	920
504	920
505	920
501	921
502	921
503	921
504	921
505	921
501	922
502	922
503	922
504	922
505	922
501	923
502	923
503	923
504	923
505	923
501	924
502	924
503	924
504	924
505	924
501	925
502	925
503	925
504	925
505	925
501	926
502	926
503	926
504	926
505	926
502	927
503	927
504	927
505	927
502	928
503	928
504	928
505	928
502	929
503	929
504	929
505	929
502	930
503	930
504	930
505	930
502	931
503	931
504	931
505	931
502	932
503	932
504	932
505	932
502	933
503	933
504	933
505	933
502	934
503	934
504	934
505	934
502	935
503	935
504	935
505	935
502	936
503	936
504	936
505	936
503	937
504	937
505	937
503	938
504	938
505	938
503	939
504	939
505	939
503	940
504	940
505	940
503	941
504	941
505	941
503	942
504	942
505	942
503	943
504	943
505	943
504	944
505	944
504	945
505	945
0	1423
0	1424
1	1424
2	1424
3	1424
4	1424
0	1425
1	1425
2	1425
3	1425
4	1425
5	1425
6	1425
0	1426
1	1426
2	1426
3	1426
4	1426
5	1426
6	1426
7	1426
8	1426
9	1426
0	1427
1	1427
2	1427
3	1427
4	1427
5	1427
6	1427
7	1427
8	1427
9	1427
10	1427
11	1427
0	1428
1	1428
2	1428
3	1428
4	1428
5	1428
6	1428
7	1428
8	1428
9	1428
10	1428
11	1428
12	1428
0	1429
1	1429
2	1429
3	1429
4	1429
5	1429
6	1429
7	1429
8	1429
9	1429
10	1429
11	1429
12	1429
13	1429
0	1430
1	1430
2	1430
3	1430
4	1430
5	1430
6	1430
7	1430
8	1430
9	1430
10	1430
11	1430
12	1430
13	1430
14	1430
0	1431
1	1431
2	1431
3	1431
4	1431
5	1431
6	1431
7	1431
8	1431
9	1431
10	1431
11	1431
12	1431
13	1431
14	1431
15	1431
0	1432
1	1432
2	1432
3	1432
4	1432
5	1432
6	1432
7	1432
8	1432
9	1432
10	1432
11	1432
12	1432
13	1432
14	1432
15	1432
16	1432
0	1433
1	1433
2	1433
3	1433
4	1433
5	1433
6	1433
7	1433
8	1433
9	1433
10	1433
11	1433
12	1433
13	1433
14	1433
15	1433
16	1433
17	1433
0	1434
1	1434
2	1434
3	1434
4	1434
5	1434
6	1434
7	1434
8	1434
9	1434
10	1434
11	1434
12	1434
13	1434
14	1434
15	1434
16	1434
17	1434
18	1434
0	1435
